v,imgt,species,added
IGLV1-122,IGLV1-122*03,Macaca_mulatta,
IGLV1-122,IGLV1-122*04,Macaca_mulatta,
IGLV1-60,IGLV1-60*01,Macaca_mulatta,
IGLV1-64,IGLV1-64*02,Macaca_mulatta,
IGLV1-65,IGLV1-65*01,Macaca_mulatta,
IGLV1-72,IGLV1-72*02,Macaca_mulatta,
IGLV1-77,IGLV1-77*01,Macaca_mulatta,
IGLV1-77,IGLV1-77*02,Macaca_mulatta,
IGLV1-85,IGLV1-85*01,Macaca_mulatta,
IGLV1-86,IGLV1-86*02,Macaca_mulatta,
IGLV10-114,IGLV10-114*01,Macaca_mulatta,
IGLV11-117,IGLV11-117*01,Macaca_mulatta,
IGLV1S4,IGLV1S4*01,Macaca_mulatta,
IGLV1S6,IGLV1S6*01,Macaca_mulatta,
IGLV2-13,IGLV2-13*02,Macaca_mulatta,
IGLV2-13,IGLV2-13*03,Macaca_mulatta,
IGLV2-19,IGLV2-19*01,Macaca_mulatta,
IGLV2-19,IGLV2-19*02,Macaca_mulatta,
IGLV2-19,IGLV2-19*03,Macaca_mulatta,
IGLV2-26,IGLV2-26*01,Macaca_mulatta,
IGLV2-26,IGLV2-26*02,Macaca_mulatta,
IGLV2-32,IGLV2-32*02,Macaca_mulatta,
IGLV2-38,IGLV2-38*01,Macaca_mulatta,
IGLV2-46,IGLV2-46*01,Macaca_mulatta,
IGLV2S4,IGLV2S4*01,Macaca_mulatta,
IGLV2S7,IGLV2S7*01,Macaca_mulatta,
IGLV2S8,IGLV2S8*01,Macaca_mulatta,
IGLV2S9,IGLV2S9*01,Macaca_mulatta,
IGLV3-16,IGLV3-16*02,Macaca_mulatta,
IGLV3-18,IGLV3-18*01,Macaca_mulatta,
IGLV3-18,IGLV3-18*02,Macaca_mulatta,
IGLV3-18,IGLV3-18*03,Macaca_mulatta,
IGLV3-27,IGLV3-27*02,Macaca_mulatta,
IGLV3-33,IGLV3-33*01,Macaca_mulatta,
IGLV3-33,IGLV3-33*02,Macaca_mulatta,
IGLV3-33,IGLV3-33*03,Macaca_mulatta,
IGLV3-33,IGLV3-33*04,Macaca_mulatta,
IGLV3-33,IGLV3-33*05,Macaca_mulatta,
IGLV3-33,IGLV3-33*06,Macaca_mulatta,
IGLV3-33,IGLV3-33*07,Macaca_mulatta,
IGLV3-33,IGLV3-33*08,Macaca_mulatta,
IGLV3-34,IGLV3-34*01,Macaca_mulatta,
IGLV3-35,IGLV3-35*01,Macaca_mulatta,
IGLV3-36,IGLV3-36*01,Macaca_mulatta,
IGLV3-36,IGLV3-36*02,Macaca_mulatta,
IGLV3-39,IGLV3-39*01,Macaca_mulatta,
IGLV3-40,IGLV3-40*01,Macaca_mulatta,
IGLV3-43,IGLV3-43*01,Macaca_mulatta,
IGLV3-44,IGLV3-44*01,Macaca_mulatta,
IGLV3-48,IGLV3-48*01,Macaca_mulatta,
IGLV3S10,IGLV3S10*01,Macaca_mulatta,
IGLV3S11,IGLV3S11*01,Macaca_mulatta,
IGLV3S12,IGLV3S12*01,Macaca_mulatta,
IGLV3S13,IGLV3S13*01,Macaca_mulatta,
IGLV3S14,IGLV3S14*01,Macaca_mulatta,
IGLV3S15,IGLV3S15*01,Macaca_mulatta,
IGLV3S16,IGLV3S16*01,Macaca_mulatta,
IGLV3S3,IGLV3S3*01,Macaca_mulatta,
IGLV3S7,IGLV3S7*01,Macaca_mulatta,
IGLV3S9,IGLV3S9*01,Macaca_mulatta,
IGLV4-17,IGLV4-17*01,Macaca_mulatta,
IGLV4-17,IGLV4-17*02,Macaca_mulatta,
IGLV4-9,IGLV4-9*01,Macaca_mulatta,
IGLV4-97,IGLV4-97*01,Macaca_mulatta,
IGLV4-97,IGLV4-97*02,Macaca_mulatta,
IGLV4-97,IGLV4-97*03,Macaca_mulatta,
IGLV4S1,IGLV4S1*01,Macaca_mulatta,
IGLV5-103,IGLV5-103*01,Macaca_mulatta,
IGLV5-57,IGLV5-57*01,Macaca_mulatta,
IGLV5-57,IGLV5-57*02,Macaca_mulatta,
IGLV5-62,IGLV5-62*01,Macaca_mulatta,
IGLV5-62,IGLV5-62*02,Macaca_mulatta,
IGLV5-69,IGLV5-69*01,Macaca_mulatta,
IGLV5-83,IGLV5-83*01,Macaca_mulatta,
IGLV5-83,IGLV5-83*02,Macaca_mulatta,
IGLV5-87,IGLV5-87*01,Macaca_mulatta,
IGLV5-87,IGLV5-87*02,Macaca_mulatta,
IGLV5-93,IGLV5-93*01,Macaca_mulatta,
IGLV5-95,IGLV5-95*01,Macaca_mulatta,
IGLV5-99,IGLV5-99*01,Macaca_mulatta,
IGLV6-110,IGLV6-110*01,Macaca_mulatta,
IGLV6-110,IGLV6-110*02,Macaca_mulatta,
IGLV6-110,IGLV6-110*03,Macaca_mulatta,
IGLV6-112,IGLV6-112*01,Macaca_mulatta,
IGLV6-112,IGLV6-112*02,Macaca_mulatta,
IGLV6-92,IGLV6-92*01,Macaca_mulatta,
IGLV7-55,IGLV7-55*01,Macaca_mulatta,
IGLV7-56,IGLV7-56*01,Macaca_mulatta,
IGLV7-59,IGLV7-59*01,Macaca_mulatta,
IGLV7-71,IGLV7-71*01,Macaca_mulatta,
IGLV7-76,IGLV7-76*01,Macaca_mulatta,
IGLV7-76,IGLV7-76*02,Macaca_mulatta,
IGLV7-80,IGLV7-80*01,Macaca_mulatta,
IGLV7-88,IGLV7-88*01,Macaca_mulatta,
IGLV8-125,IGLV8-125*01,Macaca_mulatta,
IGLV8-125,IGLV8-125*02,Macaca_mulatta,
IGLV9-84,IGLV9-84*01,Macaca_mulatta,
TRAV19,TRAV19*02,Macaca_mulatta,
TRAV25,TRAV25*02,Macaca_mulatta,
TRAV26-3,TRAV26-3*01,Macaca_mulatta,
TRAV34,TRAV34*02,Macaca_mulatta,
TRAV36,TRAV36*02,Macaca_mulatta,
TRAV37,TRAV37*02,Macaca_mulatta,
TRAV40,TRAV40*02,Macaca_mulatta,
TRAV46,TRAV46*02,Macaca_mulatta,
TRBV1-1,TRBV1-1*02,Macaca_mulatta,
TRBV12-1,TRBV12-1*02,Macaca_mulatta,
TRBV12-2,TRBV12-2*02,Macaca_mulatta,
TRBV12-2,TRBV12-2*03,Macaca_mulatta,
TRBV12-3,TRBV12-3*02,Macaca_mulatta,
TRBV2-1,TRBV2-1*02,Macaca_mulatta,
TRBV2-3,TRBV2-3*02,Macaca_mulatta,
TRBV22-1,TRBV22-1*02,Macaca_mulatta,
TRBV27,TRBV27*02,Macaca_mulatta,
TRBV3-3,TRBV3-3*02,Macaca_mulatta,
TRBV3-4,TRBV3-4*02,Macaca_mulatta,
TRBV5-1,TRBV5-1*03,Macaca_mulatta,
TRBV5-10,TRBV5-10*02,Macaca_mulatta,
TRBV5-2,TRBV5-2*02,Macaca_mulatta,
TRBV5-3,TRBV5-3*03,Macaca_mulatta,
TRBV5-6,TRBV5-6*02,Macaca_mulatta,
TRBV5-9,TRBV5-9*02,Macaca_mulatta,
TRBV5-9,TRBV5-9*03,Macaca_mulatta,
TRBV6-1,TRBV6-1*02,Macaca_mulatta,
TRBV6-2,TRBV6-2*02,Macaca_mulatta,
TRBV6-2,TRBV6-2*03,Macaca_mulatta,
TRBV6-2-1,TRBV6-2-1*02,Macaca_mulatta,
TRBV6-3,TRBV6-3*02,Macaca_mulatta,
TRBV6-4,TRBV6-4*03,Macaca_mulatta,
TRBV6-8,TRBV6-8*02,Macaca_mulatta,
TRBV7-10,TRBV7-10*02,Macaca_mulatta,
TRBV7-4,TRBV7-4*02,Macaca_mulatta,
TRBV7-4,TRBV7-4*03,Macaca_mulatta,
TRBV7-5,TRBV7-5*02,Macaca_mulatta,
TRBV7-7-1,TRBV7-7-1*02,Macaca_mulatta,
TRDV1,TRDV1*02,Macaca_mulatta,
TRGVD,TRGVD*01,Macaca_mulatta,
IGHV1-17-1,IGHV1-17-1*01,Mus_musculus,
IGHV1-19-1,IGHV1-19-1*01,Mus_musculus,
IGHV1-21-1,IGHV1-21-1*01,Mus_musculus,
IGHV1-26,IGHV1-26*01,Mus_musculus,
IGHV1-34,IGHV1-34*02,Mus_musculus,
IGHV1-35,IGHV1-35*03,Mus_musculus,
IGHV1-4,IGHV1-4*02,Mus_musculus,
IGHV1-42,IGHV1-42*02,Mus_musculus,
IGHV1-42,IGHV1-42*03,Mus_musculus,
IGHV1-52,IGHV1-52*01,Mus_musculus,
IGHV1-53,IGHV1-53*02,Mus_musculus,
IGHV1-53,IGHV1-53*03,Mus_musculus,
IGHV1-53,IGHV1-53*04,Mus_musculus,
IGHV1-54,IGHV1-54*02,Mus_musculus,
IGHV1-54,IGHV1-54*03,Mus_musculus,
IGHV1-55,IGHV1-55*02,Mus_musculus,
IGHV1-55,IGHV1-55*03,Mus_musculus,
IGHV1-55,IGHV1-55*04,Mus_musculus,
IGHV1-56,IGHV1-56*02,Mus_musculus,
IGHV1-61,IGHV1-61*01,Mus_musculus,
IGHV1-62-1,IGHV1-62-1*01,Mus_musculus,
IGHV1-62-2,IGHV1-62-2*01,Mus_musculus,
IGHV1-62-3,IGHV1-62-3*01,Mus_musculus,
IGHV1-62-3,IGHV1-62-3*02,Mus_musculus,
IGHV1-63,IGHV1-63*01,Mus_musculus,
IGHV1-64,IGHV1-64*01,Mus_musculus,
IGHV1-64,IGHV1-64*02,Mus_musculus,
IGHV1-66,IGHV1-66*01,Mus_musculus,
IGHV1-71,IGHV1-71*02,Mus_musculus,
IGHV1-72,IGHV1-72*02,Mus_musculus,
IGHV1-72,IGHV1-72*03,Mus_musculus,
IGHV1-72,IGHV1-72*04,Mus_musculus,
IGHV1-72,IGHV1-72*05,Mus_musculus,
IGHV1-74,IGHV1-74*02,Mus_musculus,
IGHV1-74,IGHV1-74*03,Mus_musculus,
IGHV1-74,IGHV1-74*04,Mus_musculus,
IGHV1-82,IGHV1-82*01,Mus_musculus,
IGHV1-83,IGHV1-83*01,Mus_musculus,
IGHV1-84,IGHV1-84*02,Mus_musculus,
IGHV1-85,IGHV1-85*01,Mus_musculus,
IGHV1-87,IGHV1-87*01,Mus_musculus,
IGHV10-1,IGHV10-1*02,Mus_musculus,
IGHV10-3,IGHV10-3*01,Mus_musculus,
IGHV10-3,IGHV10-3*02,Mus_musculus,
IGHV10-3,IGHV10-3*03,Mus_musculus,
IGHV10S3,IGHV10S3*01,Mus_musculus,
IGHV10S4,IGHV10S4*01,Mus_musculus,
IGHV11-1,IGHV11-1*02,Mus_musculus,
IGHV11-2,IGHV11-2*02,Mus_musculus,
IGHV12-1,IGHV12-1*02,Mus_musculus,
IGHV12-1-1,IGHV12-1-1*01,Mus_musculus,
IGHV12-1-2,IGHV12-1-2*01,Mus_musculus,
IGHV12-2,IGHV12-2*01,Mus_musculus,
IGHV12-2-1,IGHV12-2-1*01,Mus_musculus,
IGHV12-3,IGHV12-3*01,Mus_musculus,
IGHV12-3,IGHV12-3*02,Mus_musculus,
IGHV13-1,IGHV13-1*01,Mus_musculus,
IGHV13-1,IGHV13-1*02,Mus_musculus,
IGHV13-2,IGHV13-2*02,Mus_musculus,
IGHV13-2,IGHV13-2*03,Mus_musculus,
IGHV14-1,IGHV14-1*02,Mus_musculus,
IGHV14-2,IGHV14-2*01,Mus_musculus,
IGHV14-2,IGHV14-2*02,Mus_musculus,
IGHV14-3,IGHV14-3*01,Mus_musculus,
IGHV14-3,IGHV14-3*02,Mus_musculus,
IGHV14-4,IGHV14-4*01,Mus_musculus,
IGHV14-4,IGHV14-4*02,Mus_musculus,
IGHV14S4,IGHV14S4*01,Mus_musculus,
IGHV15-2,IGHV15-2*01,Mus_musculus,
IGHV15-2,IGHV15-2*02,Mus_musculus,
IGHV16-1,IGHV16-1*01,Mus_musculus,
IGHV1S10,IGHV1S10*02,Mus_musculus,
IGHV1S100,IGHV1S100*01,Mus_musculus,
IGHV1S101,IGHV1S101*01,Mus_musculus,
IGHV1S101,IGHV1S101*02,Mus_musculus,
IGHV1S103,IGHV1S103*01,Mus_musculus,
IGHV1S107,IGHV1S107*01,Mus_musculus,
IGHV1S108,IGHV1S108*01,Mus_musculus,
IGHV1S11,IGHV1S11*01,Mus_musculus,
IGHV1S110,IGHV1S110*01,Mus_musculus,
IGHV1S111,IGHV1S111*01,Mus_musculus,
IGHV1S112,IGHV1S112*01,Mus_musculus,
IGHV1S112,IGHV1S112*02,Mus_musculus,
IGHV1S113,IGHV1S113*01,Mus_musculus,
IGHV1S113,IGHV1S113*02,Mus_musculus,
IGHV1S118,IGHV1S118*01,Mus_musculus,
IGHV1S12,IGHV1S12*01,Mus_musculus,
IGHV1S120,IGHV1S120*01,Mus_musculus,
IGHV1S120,IGHV1S120*02,Mus_musculus,
IGHV1S121,IGHV1S121*01,Mus_musculus,
IGHV1S122,IGHV1S122*01,Mus_musculus,
IGHV1S124,IGHV1S124*01,Mus_musculus,
IGHV1S126,IGHV1S126*01,Mus_musculus,
IGHV1S127,IGHV1S127*01,Mus_musculus,
IGHV1S130,IGHV1S130*01,Mus_musculus,
IGHV1S132,IGHV1S132*01,Mus_musculus,
IGHV1S134,IGHV1S134*01,Mus_musculus,
IGHV1S135,IGHV1S135*01,Mus_musculus,
IGHV1S136,IGHV1S136*01,Mus_musculus,
IGHV1S137,IGHV1S137*01,Mus_musculus,
IGHV1S14,IGHV1S14*01,Mus_musculus,
IGHV1S15,IGHV1S15*01,Mus_musculus,
IGHV1S16,IGHV1S16*01,Mus_musculus,
IGHV1S17,IGHV1S17*01,Mus_musculus,
IGHV1S18,IGHV1S18*01,Mus_musculus,
IGHV1S19,IGHV1S19*01,Mus_musculus,
IGHV1S20,IGHV1S20*01,Mus_musculus,
IGHV1S20,IGHV1S20*02,Mus_musculus,
IGHV1S21,IGHV1S21*01,Mus_musculus,
IGHV1S21,IGHV1S21*02,Mus_musculus,
IGHV1S22,IGHV1S22*01,Mus_musculus,
IGHV1S26,IGHV1S26*01,Mus_musculus,
IGHV1S28,IGHV1S28*01,Mus_musculus,
IGHV1S29,IGHV1S29*01,Mus_musculus,
IGHV1S29,IGHV1S29*02,Mus_musculus,
IGHV1S30,IGHV1S30*01,Mus_musculus,
IGHV1S30,IGHV1S30*02,Mus_musculus,
IGHV1S31,IGHV1S31*01,Mus_musculus,
IGHV1S32,IGHV1S32*01,Mus_musculus,
IGHV1S33,IGHV1S33*01,Mus_musculus,
IGHV1S34,IGHV1S34*01,Mus_musculus,
IGHV1S35,IGHV1S35*01,Mus_musculus,
IGHV1S36,IGHV1S36*01,Mus_musculus,
IGHV1S36,IGHV1S36*02,Mus_musculus,
IGHV1S37,IGHV1S37*01,Mus_musculus,
IGHV1S40,IGHV1S40*01,Mus_musculus,
IGHV1S41,IGHV1S41*01,Mus_musculus,
IGHV1S44,IGHV1S44*01,Mus_musculus,
IGHV1S45,IGHV1S45*01,Mus_musculus,
IGHV1S46,IGHV1S46*01,Mus_musculus,
IGHV1S47,IGHV1S47*01,Mus_musculus,
IGHV1S49,IGHV1S49*01,Mus_musculus,
IGHV1S50,IGHV1S50*01,Mus_musculus,
IGHV1S51,IGHV1S51*01,Mus_musculus,
IGHV1S52,IGHV1S52*01,Mus_musculus,
IGHV1S53,IGHV1S53*01,Mus_musculus,
IGHV1S53,IGHV1S53*02,Mus_musculus,
IGHV1S53,IGHV1S53*03,Mus_musculus,
IGHV1S55,IGHV1S55*01,Mus_musculus,
IGHV1S56,IGHV1S56*01,Mus_musculus,
IGHV1S61,IGHV1S61*01,Mus_musculus,
IGHV1S65,IGHV1S65*01,Mus_musculus,
IGHV1S65,IGHV1S65*02,Mus_musculus,
IGHV1S65,IGHV1S65*03,Mus_musculus,
IGHV1S67,IGHV1S67*01,Mus_musculus,
IGHV1S67,IGHV1S67*02,Mus_musculus,
IGHV1S68,IGHV1S68*01,Mus_musculus,
IGHV1S68,IGHV1S68*02,Mus_musculus,
IGHV1S70,IGHV1S70*01,Mus_musculus,
IGHV1S72,IGHV1S72*01,Mus_musculus,
IGHV1S73,IGHV1S73*01,Mus_musculus,
IGHV1S74,IGHV1S74*01,Mus_musculus,
IGHV1S75,IGHV1S75*01,Mus_musculus,
IGHV1S75,IGHV1S75*02,Mus_musculus,
IGHV1S78,IGHV1S78*01,Mus_musculus,
IGHV1S81,IGHV1S81*01,Mus_musculus,
IGHV1S81,IGHV1S81*02,Mus_musculus,
IGHV1S82,IGHV1S82*01,Mus_musculus,
IGHV1S83,IGHV1S83*01,Mus_musculus,
IGHV1S84,IGHV1S84*01,Mus_musculus,
IGHV1S87,IGHV1S87*01,Mus_musculus,
IGHV1S92,IGHV1S92*01,Mus_musculus,
IGHV1S95,IGHV1S95*01,Mus_musculus,
IGHV1S96,IGHV1S96*01,Mus_musculus,
IGHV2-2,IGHV2-2*02,Mus_musculus,
IGHV2-2,IGHV2-2*03,Mus_musculus,
IGHV2-2-1,IGHV2-2-1*01,Mus_musculus,
IGHV2-2-2,IGHV2-2-2*01,Mus_musculus,
IGHV2-3-1,IGHV2-3-1*01,Mus_musculus,
IGHV2-4,IGHV2-4*01,Mus_musculus,
IGHV2-4,IGHV2-4*02,Mus_musculus,
IGHV2-4-1,IGHV2-4-1*01,Mus_musculus,
IGHV2-5-1,IGHV2-5-1*01,Mus_musculus,
IGHV2-6,IGHV2-6*01,Mus_musculus,
IGHV2-6,IGHV2-6*02,Mus_musculus,
IGHV2-6,IGHV2-6*03,Mus_musculus,
IGHV2-6-1,IGHV2-6-1*01,Mus_musculus,
IGHV2-6-2,IGHV2-6-2*01,Mus_musculus,
IGHV2-6-3,IGHV2-6-3*01,Mus_musculus,
IGHV2-6-4,IGHV2-6-4*01,Mus_musculus,
IGHV2-6-5,IGHV2-6-5*01,Mus_musculus,
IGHV2-6-6,IGHV2-6-6*01,Mus_musculus,
IGHV2-6-7,IGHV2-6-7*01,Mus_musculus,
IGHV2-6-7,IGHV2-6-7*02,Mus_musculus,
IGHV2-6-8,IGHV2-6-8*01,Mus_musculus,
IGHV2-7,IGHV2-7*01,Mus_musculus,
IGHV2-9,IGHV2-9*01,Mus_musculus,
IGHV2-9,IGHV2-9*02,Mus_musculus,
IGHV2-9-1,IGHV2-9-1*01,Mus_musculus,
IGHV2-9-2,IGHV2-9-2*01,Mus_musculus,
IGHV2S3,IGHV2S3*01,Mus_musculus,
IGHV3-1,IGHV3-1*01,Mus_musculus,
IGHV3-1,IGHV3-1*02,Mus_musculus,
IGHV3-2,IGHV3-2*02,Mus_musculus,
IGHV3-3,IGHV3-3*02,Mus_musculus,
IGHV3-3,IGHV3-3*03,Mus_musculus,
IGHV3-4,IGHV3-4*01,Mus_musculus,
IGHV3-4,IGHV3-4*02,Mus_musculus,
IGHV3-5,IGHV3-5*02,Mus_musculus,
IGHV3-6,IGHV3-6*02,Mus_musculus,
IGHV3-6,IGHV3-6*03,Mus_musculus,
IGHV3-8,IGHV3-8*02,Mus_musculus,
IGHV3S1,IGHV3S1*01,Mus_musculus,
IGHV3S1,IGHV3S1*02,Mus_musculus,
IGHV4-1,IGHV4-1*02,Mus_musculus,
IGHV4-2,IGHV4-2*02,Mus_musculus,
IGHV5-1,IGHV5-1*02,Mus_musculus,
IGHV5-12,IGHV5-12*01,Mus_musculus,
IGHV5-12,IGHV5-12*02,Mus_musculus,
IGHV5-12,IGHV5-12*03,Mus_musculus,
IGHV5-12-1,IGHV5-12-1*01,Mus_musculus,
IGHV5-12-2,IGHV5-12-2*01,Mus_musculus,
IGHV5-12-2,IGHV5-12-2*02,Mus_musculus,
IGHV5-12-4,IGHV5-12-4*01,Mus_musculus,
IGHV5-15,IGHV5-15*01,Mus_musculus,
IGHV5-15,IGHV5-15*02,Mus_musculus,
IGHV5-15,IGHV5-15*03,Mus_musculus,
IGHV5-15,IGHV5-15*04,Mus_musculus,
IGHV5-15,IGHV5-15*05,Mus_musculus,
IGHV5-16,IGHV5-16*01,Mus_musculus,
IGHV5-16,IGHV5-16*02,Mus_musculus,
IGHV5-17,IGHV5-17*01,Mus_musculus,
IGHV5-17,IGHV5-17*02,Mus_musculus,
IGHV5-17,IGHV5-17*03,Mus_musculus,
IGHV5-2,IGHV5-2*02,Mus_musculus,
IGHV5-2,IGHV5-2*03,Mus_musculus,
IGHV5-21,IGHV5-21*01,Mus_musculus,
IGHV5-4,IGHV5-4*02,Mus_musculus,
IGHV5-4,IGHV5-4*03,Mus_musculus,
IGHV5-6,IGHV5-6*01,Mus_musculus,
IGHV5-6,IGHV5-6*02,Mus_musculus,
IGHV5-6,IGHV5-6*03,Mus_musculus,
IGHV5-6-1,IGHV5-6-1*01,Mus_musculus,
IGHV5-6-2,IGHV5-6-2*01,Mus_musculus,
IGHV5-6-2,IGHV5-6-2*02,Mus_musculus,
IGHV5-6-3,IGHV5-6-3*01,Mus_musculus,
IGHV5-6-3,IGHV5-6-3*02,Mus_musculus,
IGHV5-6-4,IGHV5-6-4*01,Mus_musculus,
IGHV5-6-4,IGHV5-6-4*02,Mus_musculus,
IGHV5-6-5,IGHV5-6-5*01,Mus_musculus,
IGHV5-6-6,IGHV5-6-6*01,Mus_musculus,
IGHV5-9,IGHV5-9*01,Mus_musculus,
IGHV5-9,IGHV5-9*02,Mus_musculus,
IGHV5-9,IGHV5-9*03,Mus_musculus,
IGHV5-9,IGHV5-9*04,Mus_musculus,
IGHV5-9-1,IGHV5-9-1*01,Mus_musculus,
IGHV5-9-1,IGHV5-9-1*02,Mus_musculus,
IGHV5-9-2,IGHV5-9-2*01,Mus_musculus,
IGHV5-9-3,IGHV5-9-3*01,Mus_musculus,
IGHV5-9-4,IGHV5-9-4*01,Mus_musculus,
IGHV5-9-5,IGHV5-9-5*01,Mus_musculus,
IGHV5S12,IGHV5S12*01,Mus_musculus,
IGHV5S21,IGHV5S21*01,Mus_musculus,
IGHV5S24,IGHV5S24*01,Mus_musculus,
IGHV5S4,IGHV5S4*01,Mus_musculus,
IGHV6-3,IGHV6-3*01,Mus_musculus,
IGHV6-3,IGHV6-3*02,Mus_musculus,
IGHV6-3,IGHV6-3*03,Mus_musculus,
IGHV6-4,IGHV6-4*01,Mus_musculus,
IGHV6-4,IGHV6-4*02,Mus_musculus,
IGHV6-5,IGHV6-5*01,Mus_musculus,
IGHV6-5,IGHV6-5*02,Mus_musculus,
IGHV6-6,IGHV6-6*01,Mus_musculus,
IGHV6-6,IGHV6-6*02,Mus_musculus,
IGHV6-7,IGHV6-7*01,Mus_musculus,
IGHV6-7,IGHV6-7*02,Mus_musculus,
IGHV6S2,IGHV6S2*01,Mus_musculus,
IGHV6S3,IGHV6S3*01,Mus_musculus,
IGHV6S4,IGHV6S4*01,Mus_musculus,
IGHV7-1,IGHV7-1*02,Mus_musculus,
IGHV7-1,IGHV7-1*03,Mus_musculus,
IGHV7-2,IGHV7-2*01,Mus_musculus,
IGHV7-3,IGHV7-3*01,Mus_musculus,
IGHV7-3,IGHV7-3*02,Mus_musculus,
IGHV7-3,IGHV7-3*03,Mus_musculus,
IGHV7-3,IGHV7-3*04,Mus_musculus,
IGHV7-4,IGHV7-4*01,Mus_musculus,
IGHV7-4,IGHV7-4*02,Mus_musculus,
IGHV7-4,IGHV7-4*03,Mus_musculus,
IGHV7-4,IGHV7-4*04,Mus_musculus,
IGHV8-10,IGHV8-10*01,Mus_musculus,
IGHV8-11,IGHV8-11*01,Mus_musculus,
IGHV8-12,IGHV8-12*01,Mus_musculus,
IGHV8-13,IGHV8-13*01,Mus_musculus,
IGHV8-14,IGHV8-14*01,Mus_musculus,
IGHV8-5,IGHV8-5*01,Mus_musculus,
IGHV8-5,IGHV8-5*02,Mus_musculus,
IGHV8-6,IGHV8-6*01,Mus_musculus,
IGHV8-7,IGHV8-7*01,Mus_musculus,
IGHV8-8,IGHV8-8*01,Mus_musculus,
IGHV8-8,IGHV8-8*02,Mus_musculus,
IGHV8-8-1,IGHV8-8-1*01,Mus_musculus,
IGHV8-9,IGHV8-9*01,Mus_musculus,
IGHV8-9,IGHV8-9*02,Mus_musculus,
IGHV8-9,IGHV8-9*03,Mus_musculus,
IGHV8S2,IGHV8S2*01,Mus_musculus,
IGHV8S6,IGHV8S6*01,Mus_musculus,
IGHV8S9,IGHV8S9*01,Mus_musculus,
IGHV9-1,IGHV9-1*02,Mus_musculus,
IGHV9-1,IGHV9-1*03,Mus_musculus,
IGHV9-1,IGHV9-1*04,Mus_musculus,
IGHV9-2,IGHV9-2*02,Mus_musculus,
IGHV9-2-1,IGHV9-2-1*01,Mus_musculus,
IGHV9-3,IGHV9-3*02,Mus_musculus,
IGHV9-3,IGHV9-3*03,Mus_musculus,
IGHV9-3-1,IGHV9-3-1*01,Mus_musculus,
IGHV9-4,IGHV9-4*02,Mus_musculus,
IGHV9-4,IGHV9-4*03,Mus_musculus,
IGHV9S7,IGHV9S7*01,Mus_musculus,
IGHV9S8,IGHV9S8*01,Mus_musculus,
IGKV1-108,IGKV1-108*02,Mus_musculus,
IGKV1-110,IGKV1-110*01,Mus_musculus,
IGKV1-110,IGKV1-110*02,Mus_musculus,
IGKV1-115,IGKV1-115*01,Mus_musculus,
IGKV1-117,IGKV1-117*01,Mus_musculus,
IGKV1-117,IGKV1-117*02,Mus_musculus,
IGKV1-122,IGKV1-122*01,Mus_musculus,
IGKV1-131,IGKV1-131*01,Mus_musculus,
IGKV1-132,IGKV1-132*01,Mus_musculus,
IGKV1-133,IGKV1-133*01,Mus_musculus,
IGKV1-135,IGKV1-135*01,Mus_musculus,
IGKV1-35,IGKV1-35*01,Mus_musculus,
IGKV1-88,IGKV1-88*01,Mus_musculus,
IGKV1-99,IGKV1-99*01,Mus_musculus,
IGKV10-94,IGKV10-94*01,Mus_musculus,
IGKV10-94,IGKV10-94*02,Mus_musculus,
IGKV10-94,IGKV10-94*03,Mus_musculus,
IGKV10-94,IGKV10-94*04,Mus_musculus,
IGKV10-94,IGKV10-94*05,Mus_musculus,
IGKV10-94,IGKV10-94*06,Mus_musculus,
IGKV10-94,IGKV10-94*07,Mus_musculus,
IGKV10-94,IGKV10-94*08,Mus_musculus,
IGKV10-95,IGKV10-95*01,Mus_musculus,
IGKV10-96,IGKV10-96*01,Mus_musculus,
IGKV10-96,IGKV10-96*02,Mus_musculus,
IGKV10-96,IGKV10-96*03,Mus_musculus,
IGKV10-96,IGKV10-96*04,Mus_musculus,
IGKV10-96,IGKV10-96*05,Mus_musculus,
IGKV10-96,IGKV10-96*06,Mus_musculus,
IGKV11-106,IGKV11-106*02,Mus_musculus,
IGKV11-125,IGKV11-125*01,Mus_musculus,
IGKV12-104-2,IGKV12-104-2*01,Mus_musculus,
IGKV12-38,IGKV12-38*01,Mus_musculus,
IGKV12-40,IGKV12-40*01,Mus_musculus,
IGKV12-41,IGKV12-41*01,Mus_musculus,
IGKV12-41,IGKV12-41*02,Mus_musculus,
IGKV12-44,IGKV12-44*01,Mus_musculus,
IGKV12-46,IGKV12-46*01,Mus_musculus,
IGKV12-47,IGKV12-47*01,Mus_musculus,
IGKV12-49,IGKV12-49*02,Mus_musculus,
IGKV12-89,IGKV12-89*01,Mus_musculus,
IGKV12-98,IGKV12-98*01,Mus_musculus,
IGKV12-e,IGKV12-e*01,Mus_musculus,
IGKV13-50-1,IGKV13-50-1*01,Mus_musculus,
IGKV13-57-2,IGKV13-57-2*01,Mus_musculus,
IGKV13-76,IGKV13-76*01,Mus_musculus,
IGKV13-77-1,IGKV13-77-1*01,Mus_musculus,
IGKV13-82,IGKV13-82*01,Mus_musculus,
IGKV13-84,IGKV13-84*01,Mus_musculus,
IGKV13-85,IGKV13-85*01,Mus_musculus,
IGKV13-85,IGKV13-85*02,Mus_musculus,
IGKV13-85,IGKV13-85*03,Mus_musculus,
IGKV14-100,IGKV14-100*01,Mus_musculus,
IGKV14-111,IGKV14-111*01,Mus_musculus,
